Prod,Aggregate,U,NumSamples,NumNA,NumStksOverfished_p10,NumStksOverfished_p25,NumStksOverfished_Med,NumStksOverfished_p75,NumStksOverfished_p90,NumStksExtirpated_p10,NumStksExtirpated_p25,NumStksExtirpated_Med,NumStksExtirpated_p75,NumStksExtirpated_p90,NumStksBelowSgen_p10,NumStksBelowSgen_p25,NumStksBelowSgen_Med,NumStksBelowSgen_p75,NumStksBelowSgen_p90,EqSpn_p10,EqSpn_p25,EqSpn_Med,EqSpn_p75,EqSpn_p90,EqCt_p10,EqCt_p25,EqCt_Med,EqCt_p75,EqCt_p90,NumStksOverfishedv2p20,NumStksExtirpatedv2p20,NumStksBelowSgenv2p20,NumStksOverfishedv2p40,NumStksExtirpatedv2p40,NumStksBelowSgenv2p40
LTAvg,SkeenaWild,0.2,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,644515.2579,695565.6665,759826.3045,851143.3186,939586.8762,161128.8145,173891.4166,189956.5761,212785.8296,234896.7191,0,0,0,0,0,0
LTAvg,SkeenaWild,0.21,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,635785.781,685464.5493,749857.6769,840454.7929,925846.5873,169006.3469,182212.0954,199329.2559,223412.0336,246111.1181,0,0,0,0,0,0
LTAvg,SkeenaWild,0.22,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,626771.4196,676122.0519,739414.0565,829129.0955,912061.2421,176781.6824,190701.0916,208552.6826,233856.9244,257248.0427,0,0,0,0,0,0
LTAvg,SkeenaWild,0.23,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,617664.0985,666473.6494,728918.9932,817584.1061,898235.7292,184497.0684,199076.5446,217729.0499,244213.4343,268304.1788,0,0,0,0,0,0
LTAvg,SkeenaWild,0.24,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,608797.1749,657105.4837,718254.451,806067.648,884112.2727,192251.7394,207506.9948,226817.195,254547.6783,279193.3493,1,0,0,0,0,0
LTAvg,SkeenaWild,0.25,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,599373.2717,647395.7048,707047.2378,793497.6972,869757.9365,199791.0906,215798.5683,235682.4126,264499.2324,289919.3122,1,0,0,0,0,0
LTAvg,SkeenaWild,0.26,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,589944.5006,637145.6594,696106.7743,781344.6146,855571.5096,207277.7975,223861.9884,244578.0559,274526.4862,300606.2061,1,0,0,0,0,0
LTAvg,SkeenaWild,0.27,2000,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,579966.7754,626892.8075,684882.7182,768637.9892,841644.8825,214508.2594,231864.463,253312.7862,284290.7631,311293.3127,1,0,0,0,0,0
LTAvg,SkeenaWild,0.28,2000,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,1,569198.9645,616800.099,673547.3651,756328.7668,827174.5926,221355.1528,239866.7052,261935.0864,294127.8537,321679.0083,1,0,1,0,0,0
LTAvg,SkeenaWild,0.29,2000,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,1,559543.7847,606306.7761,662582.1628,742380.5222,813076.133,228546.0529,247646.4297,270632.151,303225.8471,332101.5191,2,0,1,0,0,0
LTAvg,SkeenaWild,0.3,2000,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,1,550114.3795,595804.2239,650410.3069,729073.0089,798841.1517,235763.3055,255344.6674,278747.2744,312459.861,342360.4936,2,0,1,0,0,0
LTAvg,SkeenaWild,0.31,2000,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,1,540236.7694,584223.5702,638282.5487,716243.4382,784160.7289,242715.0703,262477.2562,286764.6233,321790.5302,352304.0956,2,0,1,0,0,0
LTAvg,SkeenaWild,0.32,2000,0,0,0,1,2,2,0,0,0,0,1,0,0,0,1,1,528647.1904,572801.0298,626871.2324,703188.4098,769641.2432,248775.1484,269553.4258,294998.227,330912.1929,362184.1145,3,0,1,0,0,0
LTAvg,SkeenaWild,0.33,2000,0,0,1,1,2,2,0,0,0,0,1,0,0,0,1,1,517585.1164,561569.4762,615390.1794,688794.6758,754871.2642,254929.9827,276593.9211,303102.6257,339257.0791,371802.2644,3,0,1,0,0,0
LTAvg,SkeenaWild,0.34,2000,0,0,1,1,2,3,0,0,0,0,1,0,0,1,1,2,506052.3728,550654.7987,602976.0153,673328.2272,739988.9673,260693.6466,283670.6539,310624.0079,346866.0564,381206.4377,3,0,1,2,0,0
LTAvg,SkeenaWild,0.35,2000,0,0,1,1,2,3,0,0,0,1,1,0,0,1,1,2,494124.3314,538573.7495,590483.0986,658744.4596,725101.7699,266066.9477,290001.2498,317952.4377,354708.5552,390439.4145,3,0,1,2,0,0
LTAvg,SkeenaWild,0.36,2000,0,0,1,2,2,3,0,0,0,1,1,0,0,1,1,2,482873.1905,526869.5887,577943.922,644221.7785,709672.3752,271616.1696,296364.1436,325093.4561,362374.7504,399190.711,3,0,2,2,0,0
LTAvg,SkeenaWild,0.37,2000,0,1,1,2,2,3,0,0,0,1,1,0,0,1,1,2,471117.7069,514815.8349,565669.0858,629351.2021,694819.6693,276688.177,302352.157,332218.352,369618.96,408068.6947,3,0,2,2,0,0
LTAvg,SkeenaWild,0.38,2000,0,1,1,2,3,3,0,0,0,1,1,0,0,1,1,2,459310.2506,501872.4588,553136.0592,615435.8962,679341.4877,281512.7342,307599.2489,339018.875,377202.646,416370.5893,4,0,2,2,0,0
LTAvg,SkeenaWild,0.39,2000,0,1,1,2,3,4,0,0,0,1,1,0,0,1,1,2,447159.1802,489075.2937,540213.2359,599973.4276,663518.8953,285888.6562,312687.4829,345382.2328,383589.5685,424216.9986,4,1,2,2,0,0
LTAvg,SkeenaWild,0.4,2000,0,1,2,2,3,4,0,0,0,1,1,0,0,1,2,2,434505.7044,476366.7203,527116.1123,586644.8391,648536.0627,289670.4696,317577.8135,351410.7416,391096.5594,432357.3751,5,1,3,3,0,0
LTAvg,SkeenaWild,0.41,2000,0,1,2,3,4,4,0,0,0,1,1,0,0,1,2,2,421535.5323,463328.647,514271.255,571640.7884,633386.4283,292931.4716,321974.1445,357374.9399,397241.9038,440149.8908,5,1,3,3,0,0
LTAvg,SkeenaWild,0.42,2000,0,1,2,3,4,4,0,0,0,1,1,0,1,1,2,2,407570.7351,449952.0508,500544.9681,557407.4626,615396.3182,295137.4289,325827.3472,362463.5976,403639.8867,445631.8166,5,1,3,4,0,0
LTAvg,SkeenaWild,0.43,2000,0,2,2,3,4,5,0,0,0,1,1,0,1,1,2,3,393815.0267,436340.083,487100.9899,543199.3387,599928.6776,297088.5289,329168.8345,367462.1503,409781.9573,452577.7743,5,1,3,4,0,2
LTAvg,SkeenaWild,0.44,2000,0,2,3,3,4,5,0,0,0,1,1,0,1,1,2,3,379421.4021,422803.8281,473180.5537,528457.0122,584763.6236,298116.816,332203.0078,371784.7208,415216.2239,459457.1329,6,1,3,5,0,2
LTAvg,SkeenaWild,0.45,2000,0,2,3,4,5,6,0,0,1,1,2,0,1,1,2,3,364474.197,407427.22,459334.8308,512758.3845,567181.2785,298206.1612,333349.5436,375819.407,419529.5873,464057.4097,7,1,3,5,0,2
LTAvg,SkeenaWild,0.46,2000,0,2,3,4,5,6,0,0,1,1,2,0,1,2,2,3,351551.732,393333.164,444341.2416,496236.0868,549459.5297,299469.994,335061.5842,378512.9095,422719.6295,468058.1179,7,1,3,5,0,2
LTAvg,SkeenaWild,0.47,2000,0,3,4,4,5,6,0,0,1,1,2,1,1,2,2,3,336053.4564,377650.0745,429912.4761,481154.967,533966.5425,298009.6689,334897.2359,381243.1391,426684.5934,473517.5,8,2,3,5,0,2
LTAvg,SkeenaWild,0.48,2000,0,3,4,5,6,7,0,0,1,1,2,1,1,2,3,3,319944.0429,363393.9605,415963.6448,464541.8452,516715.163,295332.9627,335440.5789,383966.4413,428807.8571,476967.8428,8,2,3,6,0,2
LTAvg,SkeenaWild,0.49,2000,0,3,4,5,6,7,0,0,1,1,2,1,1,2,3,4,304896.7591,349075.0632,402198.3253,449054.4558,498208.0277,292940.0235,335385.845,386425.8419,431444.4771,478670.458,8,2,4,6,0,2
LTAvg,SkeenaWild,0.5,2000,0,4,5,6,7,7,0,0,1,2,2,1,1,2,3,4,287937.7167,333424.0906,387358.8872,432782.9469,480820.7091,287937.7167,333424.0906,387358.8872,432782.9469,480820.7091,8,3,4,6,0,2
LTAvg,SkeenaWild,0.51,2000,0,4,5,6,7,8,0,0,1,2,2,1,2,2,3,4,271388.7624,317767.9564,371545.1003,415797.2804,463089.0663,282465.8548,330738.0771,386710.2065,432768.5979,481990.6609,9,3,5,7,0,2
LTAvg,SkeenaWild,0.52,2000,0,5,5,6,7,8,0,1,1,2,2,1,2,3,3,4,253865.2686,301760.7173,355970.8736,399996.7108,445225.1647,275020.7077,326907.4437,385635.1131,433329.77,482327.2618,11,3,5,8,0,3
LTAvg,SkeenaWild,0.53,2000,0,5,6,7,8,8,0,1,1,2,3,1,2,3,4,4,234527.4259,284295.1084,340646.2539,384019.4198,427286.9804,264467.0972,320588.101,384133.0097,433043.1755,481834.2545,11,3,5,8,2,3
LTAvg,SkeenaWild,0.54,2000,0,5,6,7,8,9,0,1,1,2,3,1,2,3,4,5,216510.153,267241.8772,324803.3746,367144.2443,409560.6949,254164.0927,313718.7254,381290.918,430995.4173,480788.6418,11,3,5,8,2,4
LTAvg,SkeenaWild,0.55,2000,0,6,7,8,9,9,0,1,2,2,3,2,2,3,4,5,197286.4369,250432.8113,308160.2422,352220.3146,392602.9916,241127.8674,306084.5471,376640.296,430491.4956,479848.1009,11,3,5,8,2,4
LTAvg,SkeenaWild,0.56,2000,0,6,7,8,9,10,0,1,2,2,3,2,3,3,4,5,177565.1826,232402.9285,291647.9405,336069.8495,375536.9375,225992.0506,295785.5454,371188.2879,427725.263,477956.1023,11,3,6,11,2,5
LTAvg,SkeenaWild,0.57,2000,0,7,8,8,9,10,1,1,2,3,3,2,3,4,5,5,157059.4226,213209.8582,274850.0071,319850.3025,357616.7246,208195.0486,282627.0213,364336.0559,423987.6102,474050.0768,11,3,7,11,2,5
LTAvg,SkeenaWild,0.58,2000,0,7,8,9,10,11,1,1,2,3,4,2,3,4,5,6,136681.1261,195335.4118,257852.2785,302358.5597,341007.2035,188750.1265,269748.902,356081.7179,417542.773,470914.7096,11,4,7,11,2,5
LTAvg,SkeenaWild,0.59,2000,0,8,8,9,10,11,1,1,2,3,4,3,3,4,5,6,118332.2032,177192.9586,240914.999,284306.9586,323431.4141,170282.9266,254984.9892,346682.5596,409124.6477,465425.6935,11,5,7,11,2,5
LTAvg,SkeenaWild,0.6,2000,0,8,9,10,11,11,1,2,2,3,4,3,4,4,5,6,103956.5552,158244.6636,222580.5144,267748.3126,306001.3665,155934.8327,237366.9954,333870.7715,401622.4689,459002.0497,12,5,8,11,3,5
LTAvg,SkeenaWild,0.61,2000,0,8,9,10,11,12,1,2,3,4,4,3,4,5,6,7,91568.72823,139018.9131,204612.7057,251270.5155,288984.7757,143222.8826,217439.8384,320035.2576,393012.8576,452001.8286,14,5,8,11,3,6
LTAvg,SkeenaWild,0.62,2000,0,9,10,11,12,12,1,2,3,4,5,3,4,5,6,7,82410.97494,118197.5233,185601.7601,235660.8279,272778.8015,134460.0117,192848.5906,302823.9244,384499.2455,445060.1498,14,5,8,11,4,6
LTAvg,SkeenaWild,0.63,2000,0,10,10,11,12,13,2,2,3,4,5,4,4,5,6,7,72967.81321,100142.0156,167074.3002,218567.9779,255866.3728,124242.4928,170512.0807,284477.8626,372156.2867,435664.3646,14,5,8,13,4,6
LTAvg,SkeenaWild,0.64,2000,0,10,11,12,12.25,13,2,3,4,4,5,4,5,6,7,8,65176.01717,86465.09918,147294.5744,201023.1686,238704.9292,115868.475,153715.7319,261857.0212,357374.522,424364.3186,14,6,9,13,5,6
LTAvg,SkeenaWild,0.65,2000,0,11,11,12,13,14,2,3,4,5,6,4,5,6,7,8,58603.94441,76434.40742,127079.6538,182194.0383,221283.8332,108835.8968,141949.6138,236005.0714,338360.3568,410955.6902,14,7,9,14,5,7
LTAvg,SkeenaWild,0.66,2000,0,11,12,13,13,14,3,3,4,5,6,5,5,6,7,8,53559.78791,67029.66096,107935.3,163662.2966,205781.6341,103969.0001,130116.4007,209521.4647,317697.3993,399458.4662,14,7,11,14,5,8
LTAvg,SkeenaWild,0.67,2000,0,12,12,13,14,14,3,4,5,5,6,5,6,7,8,8,48141.1113,58352.98179,88697.69578,146761.3903,188491.604,97741.04416,118474.2358,180083.2005,297970.0955,382695.0748,14,8,11,14,5,8
LTAvg,SkeenaWild,0.68,2000,0,12,13,13,14,14,3,4,5,6,7,5,6,7,8,9,42500.53878,51248.57647,72851.79436,130400.6581,171663.8385,90313.64491,108903.225,154810.063,277101.3986,364785.6569,14,8,11,14,6,8
LTAvg,SkeenaWild,0.69,2000,0,12,13,14,14,14,4,4,5,6,7,6,7,8,8,9,37902.43937,45398.51532,60567.25534,113057.0143,154392.7693,84363.49409,101048.3083,134810.9877,251643.0317,343648.4219,14,8,11,14,6,8
LTAvg,SkeenaWild,0.7,2000,0,13,13,14,14,15,4,5,6,7,8,6,7,8,9,10,33457.78093,39949.92073,51111.23068,95437.52197,138039.5077,78068.15551,93216.4817,119259.5383,222687.5513,322092.1846,15,8,11,14,6,10
LTAvg,SkeenaWild,0.71,2000,0,13,14,14,14,15,4,5,6,7,8,7,7,8,9,10,29285.5475,35054.56455,44059.54805,77196.24659,120395.6544,71699.09906,85823.24424,107869.928,188997.7072,294761.7747,15,9,11,14,8,11
LTAvg,SkeenaWild,0.72,2000,0,13,14,14,15,15,5,6,7,8,8,7,8,9,10,11,25621.24026,30765.6536,38216.4749,59560.01914,102557.9714,65883.18925,79111.68069,98270.93546,153154.3349,263720.498,15,11,11,15,8,11
LTAvg,SkeenaWild,0.73,2000,0,14,14,14,15,15,5,6,7,8,9,7,8,9,10,11,22036.07621,26657.43481,33334.00827,46750.42591,84674.01656,59579.02087,72073.80523,90125.28162,126399.2997,228933.4522,15,11,11,15,8,11
LTAvg,SkeenaWild,0.74,2000,0,14,14,15,15,15,6,7,8,9,9,8,9,10,11,11,18616.20749,22978.26485,28613.86332,37322.24592,66559.08661,52984.59055,65399.67687,81439.45715,106224.8538,189437.4004,15,11,12,15,8,11
LTAvg,SkeenaWild,0.75,2000,0,14,14,15,15,16,6,7,8,9,10,8,9,10,11,12,15551.62952,19432.39235,24392.07884,30587.94353,48725.44034,46654.88855,58297.17706,73176.23651,91763.8306,146176.321,16,11,13,15,11,11
LTAvg,SkeenaWild,0.76,2000,0,14,15,15,15,16,7,8,9,10,10,9,10,11,11,12,12692.60591,16033.93191,20363.98467,25592.40186,36025.95612,40193.25205,50774.1177,64485.95145,81042.6059,114082.1944,16,11,14,15,11,11
LTAvg,SkeenaWild,0.77,2000,0,14,15,15,16,16,7,8,9,10,11,9,10,11,12,13,10176.73351,13068.18604,16816.73394,21612.21294,27935.44121,34069.93393,43750.01414,56299.50059,72353.93028,93522.99884,16,11,14,15,11,13
LTAvg,SkeenaWild,0.78,2000,0,15,15,15,16,16,8,9,10,11,11,10,11,12,12,13,7828.891369,10313.81784,13744.69304,17754.04598,22332.69293,27756.97849,36567.17235,48731.18442,62946.16302,79179.54767,16,12,14,16,11,13
LTAvg,SkeenaWild,0.79,2000,0,15,15,15,16,16,9,10,10,11,12,11,11,12,13,13,5847.164396,8057.853582,10952.62655,14442.981,18210.39301,21996.47559,30312.87776,41202.73796,54333.11901,68505.76417,16,14,14,16,11,14
LTAvg,SkeenaWild,0.8,2000,0,15,15,16,16,16,9,10,11,12,13,11,12,13,13,14,4287.990378,5962.80937,8539.5863,11522.0272,14705.6262,17151.96151,23851.23748,34158.3452,46088.10879,58822.50481,16,14,14,16,13,14
LTAvg,SkeenaWild,0.81,2000,0,15,15,16,16,16,10,11,12,12,13,12,12,13,14,14,3168.982021,4335.086406,6410.144501,9007.505807,11591.98569,13509.87072,18481.15783,27327.45813,38400.41949,49418.46531,16,14,14,16,13,14
LTAvg,SkeenaWild,0.82,2000,0,15,15,16,16,16,11,11,12,13,14,12,13,13,14,14,2246.511386,3174.663035,4600.28429,6835.992362,9065.828807,10234.10743,14462.35383,20956.85065,31141.74298,41299.88679,16,14,14,16,14,14
LTAvg,SkeenaWild,0.83,2000,0,15,16,16,16,16,11,12,13,14,14,13,13,14,14,15,1507.786484,2252.663352,3304.331823,4946.350974,6978.366065,7361.545776,10998.29754,16132.9142,24149.83122,34070.84608,16,14,15,16,14,14
LTAvg,SkeenaWild,0.84,2000,0,15,16,16,16,16,12,13,13,14,14,13,14,14,14,15,853.0903595,1515.360929,2389.381839,3455.232443,5187.879582,4478.724388,7955.644877,12544.25466,18139.97033,27236.36781,16,14,15,16,14,14
LTAvg,SkeenaWild,0.85,2000,0,15,16,16,16,16,13,13,14,14,15,13,14,14,15,15,467.7474794,876.4109864,1675.475573,2505.519971,3576.84799,2650.56905,4966.328923,9494.36158,14197.9465,20268.80527,16,15,15,16,14,15
LTAvg,SkeenaWild,0.86,2000,0,16,16,16,16,16,13,14,14,15,15,14,14,15,15,15,274.0770518,510.3184731,1063.987564,1795.527919,2489.776775,1683.616175,3134.813478,6535.923605,11029.6715,15294.34305,16,15,15,16,14,15
LTAvg,SkeenaWild,0.87,2000,0,16,16,16,16,16,14,14,14,15,15,14,14,15,15,16,103.189661,295.2565564,587.624757,1159.01955,1823.25408,690.5769623,1975.947723,3932.565681,7756.515448,12201.7773,16,15,16,16,15,15
LTAvg,SkeenaWild,0.88,2000,0,16,16,16,16,16,14,14,15,15,16,14,15,15,15,16,0,140.7186069,351.4822773,633.517639,1250.763591,0,1031.936451,2577.5367,4645.79602,9172.266338,16,15,16,16,15,15
LTAvg,SkeenaWild,0.89,2000,0,16,16,16,16,16,14,15,15,15,16,15,15,15,16,16,0,10.40420047,207.9501293,398.5203182,705.9512336,0,84.1794402,1682.505591,3224.391665,5711.787253,16,16,16,16,15,16
LTAvg,SkeenaWild,0.9,2000,0,16,16,16,16,16,15,15,15,16,16,15,15,16,16,16,0,0,83.40312486,251.0469849,413.0066201,0,0,750.6281237,2259.422864,3717.059581,16,16,16,16,16,16
LTAvg,SkeenaWild,0.91,2000,0,16,16,16,16,16,15,15,16,16,16,15,15,16,16,16,0,0,0,133.1374618,279.8174553,0,0,0,1346.167669,2829.265381,16,16,16,16,16,16
LTAvg,SkeenaWild,0.92,2000,0,16,16,16,16,16,15,15,16,16,16,15,16,16,16,16,0,0,0,12.31540215,159.4226022,0,0,0,141.6271247,1833.359926,16,16,16,16,16,16
LTAvg,SkeenaWild,0.93,2000,0,16,16,16,16,16,15,16,16,16,16,15,16,16,16,16,0,0,0,0,41.535645,0,0,0,0,551.8307122,16,16,16,16,16,16
LTAvg,SkeenaWild,0.94,2000,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16
LTAvg,SkeenaWild,0.95,2000,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16
LTAvg,SkeenaWild,0.96,2000,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16
LTAvg,SkeenaWild,0.97,2000,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16
LTAvg,SkeenaWild,0.98,2000,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16
LTAvg,SkeenaWild,0.99,2000,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16
LTAvg,SkeenaWild,1,2000,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16
Recent,Nass,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213981.9962,262396.3238,335273.0907,400908.8803,464045.65,0,0,0,0,0,0,0,0,0,0,0
Recent,Nass,0.01,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210885.4793,259147.8196,332070.2558,397609.059,460431.7767,2130.156357,2617.654744,3354.245008,4016.253122,4650.826027,0,0,0,0,0,0
Recent,Nass,0.02,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207724.9922,255799.1041,328887.7043,394570.6613,457199.2906,4239.285554,5220.389879,6711.993966,8052.462476,9330.597767,0,0,0,0,0,0
Recent,Nass,0.03,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204139.1774,252761.8413,325463.8969,390766.8081,454198.4609,6313.582805,7817.376535,10065.89372,12085.57138,14047.37508,0,0,0,0,0,0
Recent,Nass,0.04,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200101.6512,250047.0672,322223.0862,387567.0577,450822.1779,8337.568798,10418.6278,13425.96193,16148.6274,18784.25741,0,0,0,0,0,0
Recent,Nass,0.05,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196425.054,246812.7034,318394.7399,384051.8681,446722.8649,10338.16074,12990.14229,16757.61789,20213.25621,23511.72973,0,0,0,0,0,0
Recent,Nass,0.06,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193212.5718,243634.629,314797.8675,380522.0325,442597.0292,12332.71735,15551.14653,20093.48091,24288.64037,28250.8742,0,0,0,0,0,0
Recent,Nass,0.07,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189900.8217,240193.5543,311511.1419,376941.2004,438818.4683,14293.61024,18079.08473,23447.0752,28371.91831,33029.34708,0,0,0,0,0,0
Recent,Nass,0.08,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186649.0587,236313.6298,308167.539,373354.4807,434915.8953,16230.35293,20549.01129,26797.1773,32465.60702,37818.7735,0,0,0,0,0,0
Recent,Nass,0.09,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183185.0786,232401.3804,304920.7582,369646.5399,431139.6116,18117.20558,22984.75191,30156.99806,36558.449,42640.18137,0,0,0,0,0,0
Recent,Nass,0.1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179234.7278,228910.5757,301330.4455,365781.8321,427224.365,19914.96975,25434.50842,33481.16061,40642.42579,47469.37389,0,0,0,0,0,0
Recent,Nass,0.11,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175645.0567,225423.5578,297806.6138,361888.7517,423251.9508,21708.93959,27861.3386,36807.55901,44727.82325,52312.03886,0,0,0,0,0,0
Recent,Nass,0.12,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172294.5602,222479.1388,294710.2149,358045.044,419077.1639,23494.71275,30338.06438,40187.75658,48824.32419,57146.88598,0,0,0,0,0,0
Recent,Nass,0.13,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169449.786,218708.7979,291148.7489,354675.8705,415371.9082,25320.08296,32680.62497,43504.98547,52997.54387,62067.06675,0,0,0,0,0,0
Recent,Nass,0.14,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166010.1676,214940.3132,287596.244,350464.0093,411115.5775,27024.911,34990.28354,46817.99321,57052.28058,66925.79168,0,0,0,0,0,0
Recent,Nass,0.15,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162390.5398,211843.1916,284185.4532,347023.9783,406663.9919,28657.15408,37384.09264,50150.37409,61239.52558,71764.23387,0,0,0,0,0,0
Recent,Nass,0.16,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,158056.2249,208172.5535,280404.6952,343074.6103,402894.6462,30105.94761,39651.91495,53410.41814,65347.54482,76741.83736,0,0,0,0,0,0
Recent,Nass,0.17,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,154218.1175,204953.2833,276736.0382,339237.6017,398309.2036,31586.84335,41978.38333,56680.87529,69482.40036,81581.40314,0,0,0,0,0,0
Recent,Nass,0.18,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,150377.6003,200931.4166,273116.2215,335661.397,394204.662,33009.71715,44106.89633,59952.34131,73681.77007,86532.73069,0,0,0,0,0,0
Recent,Nass,0.19,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,146768.1565,197339.1641,269535.2106,331226.129,390051.8597,34427.09845,46289.43356,63224.30866,77695.0179,91493.6461,0,0,0,0,0,0
Recent,Nass,0.2,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,142104.8602,193277.5994,265701.0322,326845.3735,385483.3096,35526.21505,48319.39986,66425.25804,81711.34336,96370.82741,0,0,0,0,0,0
Recent,Nass,0.21,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,138292.8426,189331.6948,262009.2632,322616.4274,381197.5595,36761.38854,50328.67837,69648.03199,85758.79715,101330.9968,0,0,0,0,0,0
Recent,Nass,0.22,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,134660.3902,185548.3756,258398.8984,318222.5008,376524.2147,37981.13569,52334.15721,72881.74057,89755.06434,106199.1375,0,0,0,0,0,0
Recent,Nass,0.23,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,131180.9283,181859.6414,254175.3285,313779.2634,372074.3199,39183.91365,54321.71105,75922.50072,93726.27348,111139.0826,0,0,0,0,0,0
Recent,Nass,0.24,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,127216.2682,177662.6949,250223.5466,309445.5038,367391.6495,40173.55839,56104.00892,79017.96207,97719.63277,116018.4156,0,0,0,0,0,0
Recent,Nass,0.25,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,123050.7324,174268.4127,246313.5977,305413.0339,362973.6303,41016.91081,58089.4709,82104.53257,101804.3446,120991.2101,0,0,0,0,0,0
Recent,Nass,0.26,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,119099.9612,170086.731,241993.9311,301345.0578,358632.5819,41845.93231,59760.2028,85024.89471,105877.9933,126006.0423,0,0,0,0,0,0
Recent,Nass,0.27,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,115106.9701,166611.6739,237858.0465,297168.9639,354508.1386,42573.81085,61623.49583,87974.89392,109911.8086,131119.4485,0,0,0,0,0,0
Recent,Nass,0.28,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,110472.6336,162625.4236,233594.9604,292866.3514,349753.2274,42961.57973,63243.22029,90842.48461,113892.47,136015.144,0,0,0,0,0,0
Recent,Nass,0.29,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,106699.9365,158445.7004,229245.8685,288627.5097,345009.027,43581.6642,64717.25792,93635.63645,117890.1096,140919.1801,0,0,0,0,0,0
Recent,Nass,0.3,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,103231.6242,154061.7013,224582.0218,284490.7586,340065.8276,44242.12466,66026.4434,96249.43792,121924.6108,145742.4975,2,0,0,0,0,0
Recent,Nass,0.31,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,99560.28637,149126.7924,220238.0011,280297.0314,334969.7888,44729.98373,66998.99368,98947.50773,125930.5503,150493.6732,2,0,0,0,0,0
Recent,Nass,0.32,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,95850.53492,144287.9247,215476.4507,276316.2596,329145.5409,45106.13408,67900.19984,101400.6827,130031.181,154892.0193,2,0,0,0,0,0
